COLUMN_NAME,COLUMN_TYPE,IS_PRIMARY_KEY,IS_NULLABLE,IS_UNIQUE,IS_INDEX,IS_FOREiGN_KEY,FOREiGN_KEY_TABLE,FOREiGN_KEY_COLUMN
id,bigint unsigned,○,×,×,○,×,×,,
customer_id,bigint unsigned,×,×,×,×,×,×,,
reservation_id,bigint unsigned,×,○,×,×,×,×,,
point,int,×,×,×,×,×,×,,
category,tinyint,×,×,×,×,×,×,,
created_at,timestamp,×,○,×,×,×,×,,
updated_at,timestamp,×,○,×,×,×,×,,
