COLUMN_NAME,COLUMN_TYPE,IS_PRIMARY_KEY,IS_NULLABLE,IS_UNIQUE,IS_INDEX,IS_FOREiGN_KEY,FOREiGN_KEY_TABLE,FOREiGN_KEY_COLUMN
id,bigint unsigned,○,×,×,○,×,×,,
beautician_salon_id,bigint unsigned,×,×,×,×,×,×,,
room_id,bigint unsigned,×,○,×,×,×,×,,
salon_seat_id,bigint unsigned,×,○,×,×,×,×,,
created_at,timestamp,×,×,×,×,×,×,,
