COLUMN_NAME,COLUMN_TYPE,IS_PRIMARY_KEY,IS_NULLABLE,IS_UNIQUE,IS_INDEX,IS_FOREiGN_KEY,FOREiGN_KEY_TABLE,FOREiGN_KEY_COLUMN
beautician_snap_photo_id,bigint unsigned,○,×,×,○,×,×,beautician_snap_photos,id
common_tag_id,bigint unsigned,○,×,×,○,×,×,common_tags,id
