COLUMN_NAME,COLUMN_TYPE,IS_PRIMARY_KEY,IS_NULLABLE,IS_UNIQUE,IS_INDEX,IS_FOREiGN_KEY,FOREiGN_KEY_TABLE,FOREiGN_KEY_COLUMN
occupation_id,bigint unsigned,○,×,×,○,×,×,occupations,id
room_id,bigint unsigned,○,×,×,○,×,×,rooms,id
